Cycle,Joystick1/Buttons[0],Joystick1/Buttons[1],Joystick1/Buttons[2],Joystick1/Buttons[3],Joystick1/Buttons[4],Joystick1/Buttons[5],Joystick1/Buttons[6],Joystick1/Buttons[7],Joystick1/Buttons[8],Joystick1/Buttons[9],Joystick1/Buttons[10],Joystick1/Buttons[11],Joystick1/Axes[0],Joystick1/Axes[1],Joystick1/Axes[2],Joystick1/Axes[3],Joystick1/Axes[4],Joystick1/Axes[5],Joystick2/Buttons[0],Joystick2/Buttons[1],Joystick2/Buttons[2],Joystick2/Buttons[3],Joystick2/Buttons[4],Joystick2/Buttons[5],Joystick2/Buttons[6],Joystick2/Buttons[7],Joystick2/Buttons[8],Joystick2/Buttons[9],Joystick2/Buttons[10],Joystick2/Buttons[11],Joystick2/Axes[0],Joystick2/Axes[1],Joystick2/Axes[2],Joystick2/Axes[3],Joystick2/Axes[4],Joystick2/Axes[5],Joystick3/Buttons[0],Joystick3/Buttons[1],Joystick3/Buttons[2],Joystick3/Buttons[3],Joystick3/Buttons[4],Joystick3/Buttons[5],Joystick3/Buttons[6],Joystick3/Buttons[7],Joystick3/Buttons[8],Joystick3/Buttons[9],Joystick3/Buttons[10],Joystick3/Axes[0],Joystick3/Axes[1],Joystick3/Axes[2],DrivetrainData/ControlModes[0],DrivetrainData/ControlModes[1],DrivetrainData/OpenLoopOutputs[0],DrivetrainData/OpenLoopOutputs[1],DrivetrainData/DesiredRates[0],DrivetrainData/DesiredRates[1],DrivetrainData/PositionSetpoints[0],DrivetrainData/PositionSetpoints[1],DrivetrainData/MaxSpeeds[0],DrivetrainData/MaxSpeeds[1],DrivetrainData/PositionStartLocations[0],DrivetrainData/PositionStartLocations[1],DrivetrainData/ZeroHeading,DrivetrainData/PositionSetpointChanged[0],DrivetrainData/PositionSetpointChanged[1],DrivetrainData/SyncArc,DrivetrainData/OverrideForwardCurrentLimit,DrivetrainData/OverrideReverseCurrentLimit,DrivetrainData/ForwardCurrentLimit,DrivetrainData/ReverseCurrentLimit,DriveEncoders/NormalizedDriveSpeed,DriveEncoders/NormalizedTurningSpeed,DriveEncoders/DriveDistance,DriveEncoders/TurnAngle,DriveEncoders/TurnTicks,DriveEncoders/NormalizedLeftSpeed,DriveEncoders/NormalizedRightSpeed,LeftDriveEncoder/Rate,LeftDriveEncoder/Count,RightDriveEncoder/Rate,RightDriveEncoder/Count,AsyncCANJaguarLeftDriveA/DutyCycle,AsyncCANJaguarLeftDriveA/NeutralMode,AsyncCANJaguarLeftDriveB/DutyCycle,AsyncCANJaguarLeftDriveB/NeutralMode,LeftDriveESC/DutyCycle,LeftDriveESC/Brake,AsyncCANJaguarRightDriveA/DutyCycle,AsyncCANJaguarRightDriveA/NeutralMode,AsyncCANJaguarRightDriveB/DutyCycle,AsyncCANJaguarRightDriveB/NeutralMode,RightDriveESC/DutyCycle,RightDriveESC/Brake,Climb/State,PneumaticsAngle/State,PneumaticsCollector/State
388,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,-0.07812500000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00610351562500000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.04203633219003677400,2,-0.04203633219003677400,2,-0.04203633219003677400,0,0.03910153359174728400,2,0.03910153359174728400,2,0.03910153359174728400,0,0,2,2
389,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,-0.05468750000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00299072265625000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.03603864461183548000,2,-0.03603864461183548000,2,-0.03603864461183548000,0,0.03345706313848495500,2,0.03345706313848495500,2,0.03345706313848495500,0,0,2,2
390,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,-0.04687500000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00219726562500000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.03232551738619804400,2,-0.03232551738619804400,2,-0.03232551738619804400,0,0.03005464188754558600,2,0.03005464188754558600,2,0.03005464188754558600,0,0,2,2
391,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,-0.03125000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00097656250000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.02794887125492095900,2,-0.02794887125492095900,2,-0.02794887125492095900,0,0.02595130540430545800,2,0.02595130540430545800,2,0.02595130540430545800,0,0,2,2
392,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,-0.00781250000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00006103515625000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.02381647936999797800,2,-0.02381647936999797800,2,-0.02381647936999797800,0,0.02205933071672916400,2,0.02205933071672916400,2,0.02205933071672916400,0,0,2,2
393,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.02089636400341987600,2,-0.02089636400341987600,2,-0.02089636400341987600,0,0.01935069635510444600,2,0.01935069635510444600,2,0.01935069635510444600,0,0,2,2
394,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.01838138513267040300,2,-0.01838138513267040300,2,-0.01838138513267040300,0,0.01702174730598926500,2,0.01702174730598926500,2,0.01702174730598926500,0,0,2,2
395,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.01616909727454185500,2,-0.01616909727454185500,2,-0.01616909727454185500,0,0.01497309748083353000,2,0.01497309748083353000,2,0.01497309748083353000,0,0,2,2
396,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.01422306895256042500,2,-0.01422306895256042500,2,-0.01422306895256042500,0,0.01317101344466209400,2,0.01317101344466209400,2,0.01317101344466209400,0,0,2,2
397,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.01251125428825616800,2,-0.01251125428825616800,2,-0.01251125428825616800,0,0.01158581860363483400,2,0.01158581860363483400,2,0.01158581860363483400,0,0,2,2
398,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.01100546494126319900,2,-0.01100546494126319900,2,-0.01100546494126319900,0,0.01019140984863042800,2,0.01019140984863042800,2,0.01019140984863042800,0,0,2,2
399,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00968090444803237920,2,-0.00968090444803237920,2,-0.00968090444803237920,0,0.00896482449024915700,2,0.00896482449024915700,2,0.00896482449024915700,0,0,2,2
400,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00851576123386621480,2,-0.00851576123386621480,2,-0.00851576123386621480,0,0.00788586493581533430,2,0.00788586493581533430,2,0.00788586493581533430,0,0,2,2
401,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00749084819108247760,2,-0.00749084819108247760,2,-0.00749084819108247760,0,0.00693676341325044630,2,0.00693676341325044630,2,0.00693676341325044630,0,0,2,2
402,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00658928882330656050,2,-0.00658928882330656050,2,-0.00658928882330656050,0,0.00610189046710729600,2,0.00610189046710729600,2,0.00610189046710729600,0,0,2,2
403,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00579623645171523090,2,-0.00579623645171523090,2,-0.00579623645171523090,0,0.00536749884486198430,2,0.00536749884486198430,2,0.00536749884486198430,0,0,2,2
404,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00509863160550594330,2,-0.00509863160550594330,2,-0.00509863160550594330,0,0.00472149439156055450,2,0.00472149439156055450,2,0.00472149439156055450,0,0,2,2
405,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00448498642072081570,2,-0.00448498642072081570,2,-0.00448498642072081570,0,0.00415324000641703610,2,0.00415324000641703610,2,0.00415324000641703610,0,0,2,2
406,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00394519697874784470,2,-0.00394519697874784470,2,-0.00394519697874784470,0,0.00365337776020169260,2,0.00365337776020169260,2,0.00365337776020169260,0,0,2,2
407,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00347037357278168200,2,-0.00347037357278168200,2,-0.00347037357278168200,0,0.00321367615833878520,2,0.00321367615833878520,2,0.00321367615833878520,0,0,2,2
408,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00305269751697778700,2,-0.00305269751697778700,2,-0.00305269751697778700,0,0.00282689486630260940,2,0.00282689486630260940,2,0.00282689486630260940,0,0,2,2
409,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00268529076129198070,2,-0.00268529076129198070,2,-0.00268529076129198070,0,0.00248666433617472650,2,0.00248666433617472650,2,0.00248666433617472650,0,0,2,2
410,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00787401571869850160,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,0,0,0,0,0,0,0,0,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,45,0,0,0.50000000000000000000,0.50000000000000000000,0.00000000000000000000,0.00000000000000000000,-5.70765816527777760000,0.68702290076335870000,6,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-106,0.00000000000000000000,-100,-0.00236210296861827370,2,-0.00236210296861827370,2,-0.00236210296861827370,0,0.00218738242983818050,2,0.00218738242983818050,2,0.00218738242983818050,0,0,2,2
